AGAP000005
AGAP000015
AGAP000025
AGAP000035
AGAP000045
AGAP000065
AGAP000075
AGAP000085
AGAP000095
AGAP000105
AGAP000115
AGAP000145
AGAP000155
AGAP000165
AGAP000185
AGAP000195
AGAP000205
AGAP000215
AGAP000225
AGAP000235
AGAP000245
AGAP000255
AGAP000275
AGAP000285
AGAP000305
AGAP000315
AGAP000325
AGAP000345
AGAP000355
AGAP000365
AGAP000375
AGAP000395
AGAP000405
AGAP000415
AGAP000425
AGAP000445
AGAP000475
AGAP000485
AGAP000495
AGAP000515
AGAP000535
AGAP000545
AGAP000555
AGAP000565
AGAP000575
AGAP000585
AGAP000605
AGAP000615
AGAP000625
AGAP000635
AGAP000655
AGAP000685
AGAP000695
AGAP000705
AGAP000715
AGAP000725
AGAP000735
AGAP000745
AGAP000755
AGAP000765
AGAP000795
AGAP000805
AGAP000815
AGAP000825
AGAP000835
AGAP000855
AGAP000865
AGAP000885
AGAP000915
AGAP000935
AGAP000945
AGAP000955
AGAP000965
AGAP000975
AGAP000985
AGAP000995
AGAP001005
AGAP001015
AGAP001025
AGAP001035
AGAP001045
AGAP001065
AGAP001085
AGAP001115
AGAP001125
AGAP001135
AGAP001145
AGAP001165
AGAP001175
AGAP001185
AGAP001195
AGAP001205
AGAP001225
AGAP001245
AGAP001255
AGAP001265
AGAP001275
AGAP001285
AGAP001315
AGAP001325
AGAP001335
AGAP001345
AGAP001355
AGAP001365
AGAP001375
AGAP001395
AGAP001405
AGAP001415
AGAP001435
AGAP001445
AGAP001455
AGAP001475
AGAP001485
AGAP001495
AGAP001505
AGAP001515
AGAP001525
AGAP001535
AGAP001545
AGAP001555
AGAP001565
AGAP001585
AGAP001595
AGAP001615
AGAP001625
AGAP001635
AGAP001645
AGAP001655
AGAP001665
AGAP001675
AGAP001685
AGAP001695
AGAP001705
AGAP001715
AGAP001725
AGAP001735
AGAP001745
AGAP001765
AGAP001775
AGAP001795
AGAP001805
AGAP001825
AGAP001865
AGAP001885
AGAP001895
AGAP001905
AGAP001915
AGAP001925
AGAP001935
AGAP001945
AGAP001955
AGAP001965
AGAP001975
AGAP001985
AGAP001995
AGAP002005
AGAP002015
AGAP002025
AGAP002035
AGAP002055
AGAP002065
AGAP002075
AGAP002085
AGAP002095
AGAP002105
AGAP002125
AGAP002135
AGAP002145
AGAP002155
AGAP002175
AGAP002185
AGAP002195
AGAP002205
AGAP002215
AGAP002235
AGAP002245
AGAP002265
AGAP002275
AGAP002285
AGAP002295
AGAP002305
AGAP002315
AGAP002325
AGAP002335
AGAP002345
AGAP002355
AGAP002365
AGAP002375
AGAP002385
AGAP002395
AGAP002405
AGAP002415
AGAP002425
AGAP002435
AGAP002445
AGAP002455
AGAP002465
AGAP002475
AGAP002485
AGAP002495
AGAP002505
AGAP002515
AGAP002525
AGAP002535
AGAP002555
AGAP002575
AGAP002585
AGAP002595
AGAP002605
AGAP002615
AGAP002625
AGAP002635
AGAP002645
AGAP002655
AGAP002665
AGAP002685
AGAP002695
AGAP002705
AGAP002715
AGAP002725
AGAP002735
AGAP002755
AGAP002765
AGAP002775
AGAP002795
AGAP002805
AGAP002815
AGAP002825
AGAP002835
AGAP002845
AGAP002855
AGAP002865
AGAP002875
AGAP002885
AGAP002895
AGAP002905
AGAP002915
AGAP002925
AGAP002935
AGAP002945
AGAP002955
AGAP002975
AGAP002985
AGAP002995
AGAP003005
AGAP003015
AGAP003025
AGAP003035
AGAP003055
AGAP003065
AGAP003075
AGAP003085
AGAP003095
AGAP003115
AGAP003125
AGAP003135
AGAP003145
AGAP003155
AGAP003165
AGAP003175
AGAP003195
AGAP003215
AGAP003225
AGAP003235
AGAP003245
AGAP003255
AGAP003265
AGAP003275
AGAP003285
AGAP003295
AGAP003305
AGAP003315
AGAP003325
AGAP003335
AGAP003345
AGAP003355
AGAP003365
AGAP003375
AGAP003395
AGAP003405
AGAP003415
AGAP003425
AGAP003445
AGAP003465
AGAP003475
AGAP003485
AGAP003495
AGAP003525
AGAP003535
AGAP003545
AGAP003555
AGAP003565
AGAP003575
AGAP003585
AGAP003595
AGAP003605
AGAP003615
AGAP003635
AGAP003645
AGAP003655
AGAP003665
AGAP003675
AGAP003685
AGAP003695
AGAP003705
AGAP003715
AGAP003725
AGAP003745
AGAP003755
AGAP003775
AGAP003785
AGAP003795
AGAP003805
AGAP003815
AGAP003825
AGAP003845
AGAP003855
AGAP003865
AGAP003875
AGAP003885
AGAP003895
AGAP003905
AGAP003925
AGAP003935
AGAP003945
AGAP003965
AGAP003975
AGAP003995
AGAP004005
AGAP004015
AGAP004035
AGAP004055
AGAP004065
AGAP004085
AGAP004095
AGAP004115
AGAP004125
AGAP004135
AGAP004145
AGAP004165
AGAP004175
AGAP004195
AGAP004205
AGAP004215
AGAP004225
AGAP004235
AGAP004245
AGAP004255
AGAP004265
AGAP004275
AGAP004285
AGAP004295
AGAP004315
AGAP004335
AGAP004345
AGAP004355
AGAP004375
AGAP004395
AGAP004405
AGAP004425
AGAP004435
AGAP004465
AGAP004475
AGAP004485
AGAP004495
AGAP004515
AGAP004535
AGAP004545
AGAP004555
AGAP004575
AGAP004585
AGAP004595
AGAP004605
AGAP004615
AGAP004625
AGAP004635
AGAP004645
AGAP004655
AGAP004665
AGAP004675
AGAP004685
AGAP004695
AGAP004715
AGAP004725
AGAP004735
AGAP004745
AGAP004755
AGAP004765
AGAP004775
AGAP004795
AGAP004805
AGAP004825
AGAP004835
AGAP004855
AGAP004865
AGAP004875
AGAP004885
AGAP004905
AGAP004915
AGAP004945
AGAP004955
AGAP004965
AGAP004975
AGAP004985
AGAP005005
AGAP005015
AGAP005025
AGAP005035
AGAP005045
AGAP005055
AGAP005065
AGAP005075
AGAP005095
AGAP005105
AGAP005115
AGAP005125
AGAP005135
AGAP005145
AGAP005155
AGAP005165
AGAP005175
AGAP005185
AGAP005195
AGAP005205
AGAP005215
AGAP005225
AGAP005245
AGAP005275
AGAP005285
AGAP005295
AGAP005305
AGAP005315
AGAP005325
AGAP005335
AGAP005345
AGAP005365
AGAP005375
AGAP005385
AGAP005405
AGAP005415
AGAP005425
AGAP005455
AGAP005465
AGAP005475
AGAP005485
AGAP005495
AGAP005515
AGAP005525
AGAP005535
AGAP005545
AGAP005555
AGAP005565
AGAP005575
AGAP005585
AGAP005595
AGAP005605
AGAP005615
AGAP005625
AGAP005635
AGAP005645
AGAP005655
AGAP005665
AGAP005675
AGAP005685
AGAP005695
AGAP005705
AGAP005715
AGAP005725
AGAP005735
AGAP005745
AGAP005755
AGAP005765
AGAP005775
AGAP005785
AGAP005795
AGAP005805
AGAP005815
AGAP005825
AGAP005835
AGAP005855
AGAP005865
AGAP005885
AGAP005895
AGAP005905
AGAP005915
AGAP005935
AGAP005955
AGAP005975
AGAP005995
AGAP006005
AGAP006035
AGAP006045
AGAP006055
AGAP006065
AGAP006075
AGAP006085
AGAP006095
AGAP006105
AGAP006115
AGAP006125
AGAP006135
AGAP006145
AGAP006165
AGAP006175
AGAP006185
AGAP006195
AGAP006205
AGAP006215
AGAP006225
AGAP006235
AGAP006245
AGAP006255
AGAP006265
AGAP006275
AGAP006325
AGAP006355
AGAP006365
AGAP006375
AGAP006385
AGAP006395
AGAP006405
AGAP006415
AGAP006425
AGAP006435
AGAP006445
AGAP006455
AGAP006465
AGAP006475
AGAP006485
AGAP006495
AGAP006505
AGAP006515
AGAP006525
AGAP006535
AGAP006555
AGAP006575
AGAP006585
AGAP006595
AGAP006605
AGAP006615
AGAP006625
AGAP006635
AGAP006645
AGAP006655
AGAP006665
AGAP006675
AGAP006685
AGAP006705
AGAP006715
AGAP006725
AGAP006735
AGAP006745
AGAP006755
AGAP006765
AGAP006775
AGAP006785
AGAP006795
AGAP006805
AGAP006815
AGAP006825
AGAP006835
AGAP006845
AGAP006865
AGAP006875
AGAP006885
AGAP006895
AGAP006905
AGAP006915
AGAP006925
AGAP006935
AGAP006945
AGAP006955
AGAP006965
AGAP006985
AGAP006995
AGAP007005
AGAP007015
AGAP007025
AGAP007045
AGAP007065
AGAP007075
AGAP007085
AGAP007095
AGAP007105
AGAP007115
AGAP007125
AGAP007135
AGAP007145
AGAP007155
AGAP007165
AGAP007175
AGAP007195
AGAP007205
AGAP007215
AGAP007225
AGAP007245
AGAP007265
AGAP007275
AGAP007295
AGAP007305
AGAP007315
AGAP007325
AGAP007335
AGAP007345
AGAP007355
AGAP007365
AGAP007375
AGAP007385
AGAP007395
AGAP007405
AGAP007415
AGAP007445
AGAP007455
AGAP007465
AGAP007475
AGAP007485
AGAP007505
AGAP007515
AGAP007525
AGAP007545
AGAP007565
AGAP007575
AGAP007585
AGAP007595
AGAP007605
AGAP007615
AGAP007625
AGAP007635
AGAP007645
AGAP007655
AGAP007665
AGAP007675
AGAP007685
AGAP007705
AGAP007715
AGAP007725
AGAP007745
AGAP007755
AGAP007765
AGAP007775
AGAP007785
AGAP007795
AGAP007805
AGAP007825
AGAP007835
AGAP007845
AGAP007855
AGAP007865
AGAP007875
AGAP007885
AGAP007895
AGAP007905
AGAP007915
AGAP007925
AGAP007935
AGAP007955
AGAP007965
AGAP007975
AGAP007985
AGAP008005
AGAP008015
AGAP008025
AGAP008035
AGAP008045
AGAP008055
AGAP008065
AGAP008115
AGAP008125
AGAP008135
AGAP008155
AGAP008165
AGAP008185
AGAP008195
AGAP008205
AGAP008215
AGAP008225
AGAP008235
AGAP008245
AGAP008265
AGAP008275
AGAP008285
AGAP008295
AGAP008305
AGAP008315
AGAP008325
AGAP008335
AGAP008345
AGAP008355
AGAP008375
AGAP008385
AGAP008405
AGAP008415
AGAP008425
AGAP008435
AGAP008445
AGAP008465
AGAP008475
AGAP008495
AGAP008515
AGAP008525
AGAP008545
AGAP008575
AGAP008585
AGAP008615
AGAP008625
AGAP008635
AGAP008645
AGAP008655
AGAP008685
AGAP008705
AGAP008715
AGAP008725
AGAP008735
AGAP008745
AGAP008765
AGAP008775
AGAP008785
AGAP008795
AGAP008805
AGAP008815
AGAP008825
AGAP008835
AGAP008845
AGAP008855
AGAP008875
AGAP008885
AGAP008895
AGAP008905
AGAP008925
AGAP008935
AGAP008945
AGAP008955
AGAP008965
AGAP008975
AGAP008985
AGAP008995
AGAP009005
AGAP009025
AGAP009035
AGAP009045
AGAP009065
AGAP009075
AGAP009085
AGAP009095
AGAP009105
AGAP009115
AGAP009125
AGAP009135
AGAP009145
AGAP009165
AGAP009175
AGAP009185
AGAP009195
AGAP009205
AGAP009215
AGAP009225
AGAP009245
AGAP009255
AGAP009275
AGAP009285
AGAP009295
AGAP009305
AGAP009315
AGAP009325
AGAP009335
AGAP009365
AGAP009375
AGAP009385
AGAP009395
AGAP009405
AGAP009435
AGAP009445
AGAP009485
AGAP009495
AGAP009505
AGAP009515
AGAP009525
AGAP009535
AGAP009565
AGAP009575
AGAP009585
AGAP009595
AGAP009605
AGAP009615
AGAP009625
AGAP009635
AGAP009645
AGAP009665
AGAP009675
AGAP009685
AGAP009695
AGAP009705
AGAP009715
AGAP009735
AGAP009755
AGAP009765
AGAP009775
AGAP009785
AGAP009805
AGAP009825
AGAP009835
AGAP009855
AGAP009865
AGAP009875
AGAP009905
AGAP009925
AGAP009935
AGAP009945
AGAP009955
AGAP009965
AGAP009975
AGAP009985
AGAP009995
AGAP010005
AGAP010015
AGAP010025
AGAP010035
AGAP010045
AGAP010055
AGAP010065
AGAP010075
AGAP010085
AGAP010095
AGAP010105
AGAP010115
AGAP010125
AGAP010135
AGAP010145
AGAP010155
AGAP010165
AGAP010175
AGAP010195
AGAP010205
AGAP010215
AGAP010225
AGAP010245
AGAP010255
AGAP010265
AGAP010275
AGAP010295
AGAP010305
AGAP010335
AGAP010345
AGAP010355
AGAP010365
AGAP010385
AGAP010395
AGAP010405
AGAP010415
AGAP010435
AGAP010445
AGAP010455
AGAP010465
AGAP010475
AGAP010485
AGAP010505
AGAP010515
AGAP010535
AGAP010545
AGAP010555
AGAP010575
AGAP010585
AGAP010595
AGAP010605
AGAP010615
AGAP010625
AGAP010635
AGAP010645
AGAP010655
AGAP010675
AGAP010685
AGAP010695
AGAP010705
AGAP010715
AGAP010755
AGAP010775
AGAP010785
AGAP010805
AGAP010815
AGAP010825
AGAP010835
AGAP010845
AGAP010855
AGAP010865
AGAP010875
AGAP010885
AGAP010895
AGAP010905
AGAP010925
AGAP010935
AGAP010955
AGAP010965
AGAP010975
AGAP010985
AGAP010995
AGAP011015
AGAP011025
AGAP011035
AGAP011045
AGAP011055
AGAP011065
AGAP011085
AGAP011095
AGAP011105
AGAP011115
AGAP011125
AGAP011135
AGAP011145
AGAP011155
AGAP011165
AGAP011185
AGAP011195
AGAP011205
AGAP011215
AGAP011225
AGAP011245
AGAP011255
AGAP011275
AGAP011285
AGAP011305
AGAP011325
AGAP011345
AGAP011365
AGAP011375
AGAP011395
AGAP011405
AGAP011415
AGAP011425
AGAP011435
AGAP011445
AGAP011455
AGAP011475
AGAP011495
AGAP011515
AGAP011535
AGAP011555
AGAP011565
AGAP011575
AGAP011605
AGAP011615
AGAP011625
AGAP011635
AGAP011655
AGAP011665
AGAP011675
AGAP011695
AGAP011705
AGAP011735
AGAP011745
AGAP011765
AGAP011775
AGAP011785
AGAP011795
AGAP011805
AGAP011815
AGAP011825
AGAP011835
AGAP011845
AGAP011875
AGAP011885
AGAP011895
AGAP011905
AGAP011915
AGAP011925
AGAP011935
AGAP011945
AGAP011955
AGAP011965
AGAP011975
AGAP011985
AGAP012005
AGAP012015
AGAP012045
AGAP012065
AGAP012105
AGAP012125
AGAP012135
AGAP012145
AGAP012155
AGAP012175
AGAP012185
AGAP012195
AGAP012225
AGAP012235
AGAP012245
AGAP012255
AGAP012265
AGAP012275
AGAP012295
AGAP012305
AGAP012315
AGAP012325
AGAP012335
AGAP012345
AGAP012365
AGAP012375
AGAP012385
AGAP012395
AGAP012415
AGAP012425
AGAP012435
AGAP012445
AGAP012455
AGAP012485
AGAP012495
AGAP012505
AGAP012515
AGAP012525
AGAP012535
AGAP012545
AGAP012555
AGAP012565
AGAP012585
AGAP012625
AGAP012635
AGAP012645
AGAP012655
AGAP012665
AGAP012675
AGAP012685
AGAP012695
AGAP012705
AGAP012715
AGAP012725
AGAP012735
AGAP012745
AGAP012755
AGAP012795
AGAP012815
AGAP012825
AGAP012835
AGAP012845
AGAP012855
AGAP012865
AGAP012875
AGAP012885
AGAP012895
AGAP012905
AGAP012915
AGAP012925
AGAP012935
AGAP012945
AGAP012955
AGAP012975
AGAP012985
AGAP012995
AGAP013005
AGAP013015
AGAP013035
AGAP013045
AGAP013055
AGAP013065
AGAP013075
AGAP013085
AGAP013095
AGAP013105
AGAP013115
AGAP013125
AGAP013145
AGAP013155
AGAP013165
AGAP013175
AGAP013205
AGAP013215
AGAP013225
AGAP013235
AGAP013255
AGAP013265
AGAP013275
AGAP013285
AGAP013305
AGAP013315
AGAP013335
AGAP013365
AGAP013375
AGAP013385
AGAP013395
AGAP013405
AGAP013425
AGAP013435
AGAP013445
AGAP013455
AGAP013465
AGAP013475
AGAP013485
AGAP013495
AGAP013515
AGAP013525
AGAP013535
AGAP013545
AGAP013725
AGAP013745
AGAP013755
AGAP013775
AGAP027985
AGAP027995
AGAP028005
AGAP028015
AGAP028025
AGAP028045
AGAP028055
AGAP028065
AGAP028085
AGAP028095
AGAP028105
AGAP028115
AGAP028135
AGAP028145
AGAP028175
AGAP028185
AGAP028205
AGAP028215
AGAP028225
AGAP028415
AGAP028425
AGAP028455
AGAP028485
AGAP028495
AGAP028525
AGAP028565
AGAP028605
AGAP028635
AGAP028645
AGAP028655
AGAP028665
AGAP028675
AGAP028685
AGAP028695
AGAP028725
AGAP028735
AGAP028855
AGAP029075
AGAP029085
AGAP029095
AGAP029105
AGAP029115
AGAP029125
AGAP029175
AGAP029185
AGAP029195
AGAP029205
AGAP029225
AGAP029235
AGAP029245
AGAP029255
AGAP029265
AGAP029305
AGAP029325
AGAP029365
AGAP029405
AGAP029425
AGAP029445
AGAP029455
AGAP029465
AGAP029475
AGAP029485
AGAP029505
AGAP029515
AGAP029525
AGAP029535
AGAP029545
AGAP029555
AGAP029565
AGAP029575
AGAP029585
AGAP029595
AGAP029605
AGAP029615
AGAP029625
AGAP029635
AGAP029645
AGAP029665
AGAP029675
AGAP029705
AGAP029715
AGAP029735
AGAP029765
